nl en
nl_map en_folder
nl_vertegenwoordigers en_representatives
nl_guillaume en_guillaume
nl_voorbereiding en_preparation
nl_voorbereiding en_preparing
nl_voorbereiding en_preparations
nl_definitieve en_definitive
nl_typen en_types
nl_typen en_typing
nl_godin en_goddess
nl_roze en_pink
nl_stedelijke en_urban
nl_robinson en_robinson
nl_botanische en_botanical
nl_hal en_hal
nl_hal en_hall
nl_thompson en_thompson
nl_rotsen en_cliffs
nl_rotsen en_rock
nl_rotsen en_rocks
nl_dialecten en_dialects
nl_corporation en_corporation
nl_nomineren en_nominate
nl_nomineren en_nomination
nl_nomineren en_nominating
nl_monaco en_monaco
nl_say en_say
nl_associatie en_association
nl_vera en_vera
nl_klassiek en_classical
nl_klassiek en_classic
nl_index en_index
nl_koreaanse en_korean
nl_snap en_snap
nl_snap en_snapchat
nl_koop en_buy
nl_microregio en_microregion
nl_schimmel en_mould
nl_schimmel en_fungus
nl_schimmel en_mold
nl_processen en_processes
nl_nice en_nice
nl_belasting en_taxation
nl_belasting en_tax
nl_belasting en_taxes
nl_diplomaat en_diplomat
nl_vluchtte en_fled
nl_vasteland en_mainland
nl_loon en_wage
nl_loon en_wages
nl_conferentie en_conference
nl_ramen en_windows
nl_ramen en_ramen
nl_uitvinder en_inventor
nl_jerry en_jerry
nl_sul en_sul
nl_sterven en_die
nl_sterven en_dying
nl_roberts en_roberts
nl_boodschap en_message
nl_perzische en_persian
nl_magnus en_magnus
nl_kring en_circle
nl_boedapest en_budapest
nl_geacht en_deemed
nl_oproep en_paging
nl_oproep en_call
nl_parker en_parker
nl_cirkel en_circle
nl_verlag en_verlag
nl_bremen en_bremen
nl_afgeschaft en_abolished
nl_altaar en_altar
nl_altaar en_shrine
nl_organiseert en_organises
nl_organiseert en_organizes
nl_exact en_exactly
nl_exact en_exact
nl_bisschoppen en_bishops
nl_wwe en_wwe
nl_bern en_bern
nl_bern en_berne
nl_gelre en_guelders
nl_kong en_kong
nl_fiets en_bike
nl_overeenstemming en_conformity
nl_aires en_aires
nl_handelingen en_acts
nl_salvador en_salvador
nl_ambtenaar en_official
nl_geert en_geert
nl_bretagne en_bretagne
nl_bretagne en_brittany
nl_materieel en_equipment
nl_hoofdredacteur en_editor
nl_harold en_harold
nl_kenmerk en_characteristic
nl_kenmerk en_feature
nl_geselecteerd en_selected
nl_gekopieerd en_copied
nl_vice en_vice
nl_herfst en_autumn
nl_herfst en_fall
nl_remix en_remix
nl_vloeistof en_fluid
nl_vloeistof en_liquid
nl_toeristen en_tourists
nl_adviseur en_consultant
nl_adviseur en_counsellor
nl_adviseur en_advisor
nl_adviseur en_adviser
nl_signaal en_signal
nl_malta en_malta
nl_geheugen en_memory
nl_goes en_goes
nl_brood en_bread
nl_horn en_horn
nl_yamaha en_yamaha
nl_ruil en_swap
nl_ruil en_exchange
nl_permanent en_permanent
nl_permanent en_permanently
nl_permanent en_perm
nl_aalst en_aalst
nl_verlenging en_prolongation
nl_verlenging en_extension
nl_verlenging en_renewal
nl_michigan en_michigan
nl_barnard en_barnard
nl_exacte en_exact
nl_permanente en_permanent
nl_critici en_critics
nl_hals en_neck
nl_gedrukt en_printed
nl_vertelde en_told
nl_meet en_measure
nl_belgique en_belgique
nl_trompet en_trumpet
nl_amstel en_amstel
nl_zoet en_sweet
nl_bolivia en_bolivia
nl_banks en_banks
nl_tuinen en_gardens
nl_singapore en_singapore
nl_singer en_singer
nl_streep en_stripe
nl_eerlijk en_honestly
nl_eerlijk en_fair
nl_eerlijk en_honest
nl_belle en_belle
nl_greep en_grip
nl_greep en_grabbed
nl_ervaringen en_experiences
nl_ervaringen en_experience
nl_begrippen en_notions
nl_begrippen en_concepts
nl_mit en_mit
nl_mit en_mlt
nl_reserve en_reserve
nl_verwijzingen en_referrals
nl_verwijzingen en_references
nl_scheidsrechter en_umpire
nl_scheidsrechter en_referee
nl_scheidsrechter en_ref
nl_geschriften en_writings
nl_lente en_spring
nl_lente en_springtime
nl_lissabon en_lisbon
nl_piloot en_pilot
nl_gesteund en_supported
nl_woensdag en_wednesday
nl_beurs en_scholarship
nl_vermijden en_avoiding
nl_vermijden en_avoid
nl_vermijden en_avoidance
nl_monniken en_monks
nl_emile en_emile
nl_sharp en_sharp
nl_boris en_boris
nl_overeenkomsten en_similarities
nl_overeenkomsten en_agreements
nl_horst en_horst
nl_pont en_pont
nl_spider en_spider
nl_stichter en_founder
nl_acteren en_acting
nl_logisch en_logically
nl_logisch en_logical
nl_logisch en_logic
nl_buenos en_buenos
nl_allebei en_both
nl_herzegovina en_herzegovina
nl_bescheiden en_modest
nl_bescheiden en_humble
nl_matthew en_matthew
nl_fisher en_fisher
nl_rothschild en_rothschild
nl_chaudoir en_chaudoir
nl_achterkant en_rear
nl_gedachten en_thoughts
nl_ochtend en_morning
nl_aanvulling en_complement
nl_aanvulling en_supplement
nl_niettemin en_nevertheless
nl_niettemin en_nonetheless
nl_inc en_inc
nl_panama en_panama
nl_sterft en_dies
nl_detail en_detail
nl_litouwen en_lithuania
nl_litouwen en_estonia
nl_francesco en_francesco
nl_keuken en_cuisine
nl_keuken en_gastronomy
nl_herinnering en_reminder
nl_herinnering en_memory
nl_voorronde en_preliminaries
nl_bachelor en_bachelor
nl_campbell en_campbell
nl_luke en_luke
nl_puur en_purely
nl_puur en_pure
nl_verwachten en_expecting
nl_verwachten en_expect
nl_gelanceerd en_launched
nl_reputatie en_reputation
nl_santo en_santo
nl_hielp en_helped
nl_vernietigen en_destroying
nl_vernietigen en_destroy
nl_verzorgd en_tended
nl_mercedes en_mercedes
nl_freguesia en_parish
nl_verovering en_conquest
nl_archipel en_archipelago
nl_posities en_positions
nl_opgemerkt en_noted
nl_opgemerkt en_noticed
nl_alliantie en_alliance
nl_regent en_rains
nl_regent en_regent
nl_hoofdkantoor en_headquarters
nl_pdf en_pdf
nl_wraak en_payback
nl_wraak en_vengeance
nl_wraak en_revenge
nl_mello en_mello
nl_corps en_corps
nl_isabella en_isabella
nl_roermond en_roermond
nl_vlinders en_butterflies
nl_annie en_annie
nl_websites en_websites
nl_herkomst en_origin
nl_herkomst en_provenance
nl_herkomst en_origins
nl_gevuld en_stuffed
nl_gevuld en_filled
nl_verdwijnt en_disappears
nl_verdwijnt en_vanishes
nl_wagner en_wagner
nl_stuks en_pieces
nl_liu en_liu
nl_patroon en_pattern
nl_patroon en_cartridge
nl_georgië en_georgia
nl_conservatieve en_conservative
nl_donderdag en_thursday
nl_buik en_tummy
nl_buik en_stomach
nl_buik en_belly
nl_buik en_abdomen
nl_gepleegd en_committed
nl_plotseling en_suddenly
nl_plotseling en_sudden
nl_aken en_aachen
nl_dunne en_dunne
nl_omgeven en_surrounded
nl_battle en_battle
nl_rustig en_quiet
nl_rustig en_easy
nl_rustig en_calm
nl_lijden en_suffering
nl_lijden en_suffer
nl_affaire en_affair
nl_volkeren en_peoples
nl_biologische en_biological
nl_ball en_ball
nl_landschappen en_landscapes
nl_archeologische en_archaeological
nl_archeologische en_archeological
nl_nancy en_nancy
nl_munten en_coins
nl_munten en_coin
nl_janssen en_thompson
nl_janssen en_thomson
nl_janssen en_janssen
nl_zheng en_zheng
nl_boudewijn en_baldwin
nl_bleken en_whitening
nl_bleken en_bleaching
nl_bleken en_bleach
nl_#de en_#the
nl_schots en_scots
nl_schots en_scottish
nl_melbourne en_melbourne
nl_never en_never
nl_boerderijen en_farm
nl_boerderijen en_farms
nl_playstation en_playstation
nl_henegouwen en_hainaut
nl_estafette en_relay
nl_five en_five
nl_klanten en_customers
nl_klanten en_clients
nl_gracht en_moat
nl_keten en_chain
nl_grijs en_gray
nl_grijs en_grey
nl_ontdekken en_discovering
nl_ontdekken en_explore
nl_ontdekken en_discover
nl_fall en_fall
nl_julie en_julie
nl_besproken en_discussed
nl_josef en_josef
nl_hoeveelheden en_quantities
nl_alain en_alain
nl_terry en_terry
nl_skelet en_skeletal
nl_skelet en_skeleton
nl_overtuigen en_convince
nl_overtuigen en_convincing
nl_overtuigen en_persuade
nl_léon en_léon
nl_voltooide en_completed
nl_serieuze en_serious
nl_christina en_christina
nl_kate en_kate
nl_muzikanten en_musicians
nl_eigenschap en_property
nl_gebroeders en_brothers
nl_taiwan en_taiwan
nl_verticale en_vertical
nl_dresden en_dresden
nl_peters en_peters
nl_droog en_dry
nl_reageert en_reacts
nl_reageert en_responds
nl_dinsdag en_tuesday
nl_amateurs en_amateurs
nl_amateurs en_amateur
nl_vereist en_required
nl_vereist en_requires
nl_helena en_helena
nl_helena en_helen
nl_notodontidae en_notodontidae
nl_soortgelijke en_similar
nl_prooi en_prey
nl_ellen en_ellen
nl_vertalingen en_translation
nl_vertalingen en_translations
nl_geregistreerd en_registered
nl_geregistreerd en_recorded
nl_torens en_towers
nl_verdiepingen en_floors
nl_vullen en_filling
nl_vullen en_fill
nl_draak en_dragon
nl_jon en_jon
nl_libellen en_dragonflies
nl_ontbonden en_dissolved
nl_ontbonden en_decomposed
nl_ontbonden en_disbanded
nl_martínez en_martinez
nl_martínez en_martínez
nl_exclusief en_exclusive
nl_hersenen en_brain
nl_hersenen en_brains
nl_overwegend en_predominantly
nl_pijn en_pain
nl_gecomponeerd en_composed
nl_scènes en_scenes
nl_gered en_rescued
nl_gered en_saved
nl_lincoln en_lincoln
nl_macedonië en_macedon
nl_macedonië en_macedonia
nl_turijn en_torino
nl_turijn en_turin
nl_onjuist en_incorrect
nl_onjuist en_inaccurate
nl_probeer en_try
nl_dean en_dean
nl_opgelegd en_imposed
nl_veronica en_veronica
nl_begrepen en_understood
nl_level en_level
nl_som en_sum
nl_som en_som
nl_opgepakt en_collared
nl_opgepakt en_busted
nl_opgepakt en_arrested
nl_bezette en_occupied
nl_austin en_austin
nl_oplage en_circulation
nl_galerie en_gallery
nl_inschrijvingen en_registrations
nl_bartsch en_bartsch
nl_regeling en_scheme
nl_regeling en_arrangement
nl_paolo en_paolo
nl_pruisische en_prussian
nl_joods en_jewish
nl_semi en_semi
nl_frederick en_frederick
nl_poes en_kitty
nl_poes en_cat
nl_kruising en_intersection
nl_medium en_medium
nl_cockerell en_cockerell
nl_wal en_shore
nl_wal en_wal
nl_frits en_frits
nl_musicus en_musician
nl_ballet en_ballet
nl_architecten en_architect
nl_architecten en_architects
nl_catherine en_catherine
nl_nest en_litter
nl_nest en_nest
nl_nadeel en_downside
nl_nadeel en_disadvantage
nl_fantasy en_fantasy
nl_stage en_internship
nl_silver en_silver
nl_beschermde en_protected
nl_stalen en_steel
nl_stalen en_samples
nl_bereikbaar en_accessible
nl_bereikbaar en_reachable
nl_verschillend en_different
nl_gemeld en_reported
nl_extreme en_extreme
nl_scherpe en_sharp
nl_zakenman en_businessman
nl_herbouwd en_rebuilt
nl_kansas en_kansas
nl_gooien en_throwing
nl_gooien en_throw
nl_genk en_genk
nl_ingeschreven en_registered
nl_ingeschreven en_subscribed
nl_ingeschreven en_enrolled
nl_dikwijls en_often
nl_napels en_naples
nl_napels en_napoli
nl_vergroot en_enlarged
nl_vergroot en_enlarge
nl_casey en_casey
nl_bush en_bush
nl_factoren en_factors
nl_lessen en_lessons
nl_lessen en_classes
nl_expliciet en_explicitly
nl_expliciet en_explicit
nl_orden en_orden
nl_ein en_ein
nl_helen en_helen
nl_sant en_sant
nl_garde en_guard
nl_garde en_garde
nl_franciscus en_francis
nl_strips en_comics
nl_bloem en_flour
nl_bloem en_flower
nl_libanon en_lebanon
nl_samenvoegen en_merge
nl_samenvoegen en_merging
nl_engelsen en_englishmen
nl_engelsen en_english
nl_uitzicht en_view
nl_tirol en_tyrol
nl_tirol en_tirol
nl_gepaard en_mated
nl_gemeentelijk en_municipal
nl_secundaire en_secondary
nl_vulkaan en_volcano
nl_consul en_consul
nl_reizigers en_travelers
nl_reizigers en_travellers
nl_reizigers en_passengers
nl_meten en_measuring
nl_meten en_measure
nl_meten en_measurement
nl_leonard en_leonard
nl_toelichting en_commentary
nl_toelichting en_notes
nl_toelichting en_explanation
nl_professional en_professional
nl_opeenvolgende en_consecutive
nl_opeenvolgende en_successive
nl_schijnt en_shines
nl_parken en_parks
nl_formele en_formal
nl_ballingschap en_exile
nl_verbod en_ban
nl_verbod en_prohibition
nl_avenue en_avenue
nl_tsaar en_tsar
nl_tsaar en_czar
nl_boekje en_booklet
nl_mont en_mont
nl_latijns en_latin
nl_beëindigd en_terminated
nl_beëindigd en_ended
nl_joop en_joop
nl_stille en_silent
nl_situaties en_situations
nl_fenomeen en_phenomena
nl_fenomeen en_phenomenon
nl_class en_class
nl_alfabet en_alphabet
nl_blake en_blake
nl_erwin en_erwin
nl_geschilderd en_painted
nl_leefden en_lived
nl_revolutionaire en_revolutionary
nl_roos en_rose
nl_roos en_roos
nl_kenmerkend en_characteristic
nl_pacific en_pacific
nl_wetenschapper en_scientist
nl_belast en_taxed
nl_auguste en_auguste
nl_geschonken en_donated
nl_prout en_prout
nl_behandelen en_treating
nl_behandelen en_treat
nl_snelweg en_motorway
nl_snelweg en_highways
nl_snelweg en_highway
nl_magic en_magic
nl_apple en_apple
nl_maleisië en_malaysia
nl_uruguay en_uruguay
nl_franklin en_franklin
nl_ronden en_laps
nl_ronden en_rounds
nl_minst en_least
nl_broadway en_broadway
nl_fabrikant en_manufacturer
nl_edgar en_edgar
nl_bevorderen en_promote
nl_bevorderen en_promoting
nl_ruime en_spacious
nl_girls en_girls
nl_aanwijzingen en_clues
nl_empire en_empire
nl_susan en_susan
nl_rafael en_rafael
nl_blind en_blind
nl_powell en_powell
nl_protest en_protest
nl_protest en_protests
nl_khm en_khm
nl_computers en_computers
nl_opdrachten en_assignments
nl_opdrachten en_commands
nl_broek en_trousers
nl_broek en_pants
nl_sporting en_sporting
nl_attractie en_attraction
nl_greg en_greg
nl_artillerie en_artillery
nl_haas en_haas
nl_haas en_hare
nl_locomotieven en_locomotives
nl_vak en_box
nl_hagen en_hagen
nl_overleven en_survive
nl_overleven en_survival
nl_overleven en_surviving
nl_musici en_musicians
nl_nad en_nad
nl_edities en_editions
nl_maten en_mates
nl_maten en_buddies
nl_maten en_sizes
nl_gustav en_gustav
nl_stevens en_stevens
nl_afdelingen en_divisions
nl_afdelingen en_sections
nl_afdelingen en_departments
nl_inspiratie en_inspiration
nl_betrouwbare en_reliable
nl_shanghai en_shanghai
nl_constantijn en_constantine
nl_frame en_frame
nl_vriendschap en_friendship
nl_halle en_halle
nl_gelopen en_walked
nl_cavalerie en_cavalry
nl_cavalerie en_calvary
nl_drinken en_drinking
nl_drinken en_drink
nl_korps en_corps
nl_sedert en_since
nl_ridders en_knights
nl_voetballers en_footballers
nl_progressieve en_progressive
nl_geconsulteerd en_consulted
nl_metaal en_metal
nl_telefoon en_phone
nl_telefoon en_telephone
nl_constantinopel en_constantinople
nl_voice en_voice
nl_afwezigheid en_absence
nl_afwezigheid en_absences
nl_pérez en_pérez
nl_aleksandr en_aleksandr
nl_aleksandr en_alexander
nl_burgerlijke en_civil
nl_getuigen en_witnesses
nl_getuigen en_testify
nl_getuigen en_witness
nl_vooruit en_forward
nl_beatrix en_beatrice
nl_beatrix en_beatrix
nl_letland en_latvia
nl_voorzijde en_front
nl_verzamelde en_collected
nl_verzamelde en_gathered
nl_goedgekeurd en_approved
nl_goedgekeurd en_adopted
nl_server en_server
nl_sub en_sub
nl_schilderkunst en_painting
nl_biologie en_biology
nl_isaac en_isaac
nl_fluit en_whistle
nl_fluit en_flute
nl_maximum en_maximum
nl_effectief en_effectively
nl_effectief en_effective
nl_boeing en_boeing
nl_gegeten en_ate
nl_gegeten en_eaten
nl_maker en_maker
nl_maker en_creator
nl_landing en_landing
nl_onderschrift en_caption
nl_lidmaatschap en_membership
nl_gras en_grass
nl_resulteerde en_resulted
nl_aus en_aus
nl_boog en_boog
nl_boog en_arch
nl_boog en_bow
nl_ardennen en_ardennes
nl_brandstof en_fuel
nl_brandstof en_fuels
nl_shakespeare en_shakespeare
nl_keel en_throat
nl_keel en_keel
nl_geroepen en_summoned
nl_zur en_zur
nl_zwakke en_weak
nl_alcohol en_alcohol
nl_sevilla en_sevilla
nl_kunstwerk en_artwork
nl_glazen en_glass
nl_glazen en_glasses
nl_kwart en_quarter
nl_oppositie en_opposition
nl_frequentie en_frequency
nl_frequentie en_periodicity
nl_tellen en_count
nl_tellen en_counting
nl_forster en_forster
nl_plecoptera en_plecoptera
nl_warme en_warm
nl_almere en_almere
nl_leert en_learns
nl_introduceerde en_introduced
nl_side en_side
nl_tsjechisch en_czech
nl_jay en_jay
nl_produceert en_produces
nl_produceert en_manufactures
nl_burger en_burger
nl_burger en_citizen
nl_wateren en_waters
nl_schilderen en_paint
nl_schilderen en_painting
nl_toronto en_toronto
nl_beperken en_limiting
nl_beperken en_restrict
nl_beperken en_limit
nl_vluchtelingen en_refugee
nl_vluchtelingen en_refugees
nl_dei en_dei
nl_getuige en_witness
nl_zoogdier en_mammal
nl_rijen en_rows
nl_vrees en_fear
nl_vrees en_fears
nl_linkse en_left
nl_colorado en_colorado
nl_heerser en_ruler
nl_regen en_rain
nl_mecklenburg en_mecklenburg
nl_gewonden en_injured
nl_gewonden en_wounded
nl_gewonden en_casualties
nl_gewonden en_injuries
nl_elektrisch en_electrical
nl_elektrisch en_electric
nl_herinnert en_remembers
nl_klas en_classroom
nl_klas en_class
nl_tevreden en_pleased
nl_tevreden en_satisfied
nl_tevreden en_happy
nl_fair en_fair
nl_rit en_ride
nl_industrieel en_industrial
nl_industrieel en_industrialist
nl_olga en_olga
nl_massachusetts en_massachusetts
nl_versterken en_strengthen
nl_versterken en_enhance
nl_versterken en_reinforce
nl_versterken en_strengthening
nl_versterken en_reinforcing
nl_aangedreven en_powered
nl_organismen en_organisms
nl_orkaan en_hurricane
nl_waals en_walloon
nl_droegen en_wore
nl_leconte en_leconte
nl_thorell en_thorell
nl_nico en_nico
nl_praktisch en_practical
nl_praktisch en_virtually
nl_praktisch en_practically
nl_buren en_neighbors
nl_buren en_neighbours
nl_onzeker en_unsure
nl_onzeker en_insecure
nl_onzeker en_uncertain
nl_verbannen en_banned
nl_verbannen en_exiled
nl_verbannen en_banished
nl_larry en_larry
nl_ram en_ram
nl_korter en_shorter
nl_oren en_oren
nl_oren en_ears
nl_lès en_lès
nl_functioneren en_functioning
nl_aardbeving en_earthquake
nl_edwin en_edwin
nl_klokken en_clocks
nl_klokken en_bells
nl_kritisch en_critical
nl_kritisch en_critically
nl_holes en_holes
nl_steel en_steal
nl_jef en_jef
nl_jef en_jeff
nl_geïnstalleerd en_installed
nl_montreal en_montreal
nl_jennifer en_jennifer
nl_giuseppe en_giuseppe
nl_tower en_tower
nl_gevoelens en_feelings
nl_platwormen en_flatworms
nl_ziel en_soul
nl_nasa en_nasa
nl_makkelijker en_easier
nl_joachim en_joachim
nl_morris en_morris
nl_fan en_fan
nl_rijtuigen en_carriages
nl_warm en_hot
nl_warm en_warm
nl_competities en_competitions
nl_competities en_leagues
nl_aanzienlijke en_substantial
nl_aanzienlijke en_considerable
nl_emmen en_emmen
nl_elektriciteit en_electricity
nl_secret en_secret
nl_collins en_collins
nl_beschuldigd en_accused
nl_gofas en_gofas
nl_vrijgelaten en_released
nl_ingetrokken en_retracted
nl_ingetrokken en_repealed
nl_ingetrokken en_withdrawn
nl_ingetrokken en_revoked
nl_poker en_poker
nl_miami en_miami
nl_incident en_incident
nl_dortmund en_dortmund
nl_stelsel en_system
nl_munt en_tails
nl_munt en_currency
nl_munt en_coin
nl_munt en_mint
nl_meningen en_opinions
nl_middelburg en_middelburg
nl_inwoner en_resident
nl_inwoner en_inhabitant
nl_kanonnen en_cannons
nl_kanonnen en_guns
nl_kanonnen en_cannon
nl_homo en_homo
nl_homo en_gay
nl_strikt en_strict
nl_strikt en_strictly
nl_grieken en_greeks
nl_klassement en_rankings
nl_klassement en_standings
nl_excelsior en_excelsior
nl_verdreven en_ousted
nl_verdreven en_expelled
nl_zitting en_session
nl_armenië en_armenia
nl_garcia en_garcia
nl_kenny en_kenny
nl_afgewezen en_declined
nl_afgewezen en_rejected
nl_afgewezen en_denied
nl_ontvangt en_receives
nl_zuurstof en_oxygen
nl_histoire en_histoire
nl_renners en_riders
nl_renners en_runners
nl_amerikaan en_american
nl_amerikaan en_americans
nl_grot en_cave
nl_grot en_grotto
nl_zingt en_sings
nl_teruggevonden en_recovered
nl_albanië en_albany
nl_albanië en_albania
nl_bestemming en_destination
nl_ibn en_ibn
nl_rodríguez en_rodríguez
nl_kikker en_frog
nl_weergave en_display
nl_weergave en_view
nl_primera en_primera
nl_sprong en_jump
nl_sprong en_jumped
nl_sprong en_leap
nl_perry en_perry
nl_nicht en_cousin
nl_nicht en_niece
nl_bedreiging en_menace
